text	label
No. actually I've been looking a car but I haven't decided if I am going to get it or not. Can you give me a quote?	GetQuote
Yes, hi Ronnie. I'm looking to like upgrade I guess my current plan?	ChangePlan
One of my doctor's gave me the information to file a claim with you guys. like they lost their billing person or something.	FileClaim
Well, I don't want to waste your time. I called because I need some insurance.	EnrollInPlan
#Uh, hi, I need to, I need to change my address. I recently moved.	ChangeAddress
And could I also change my card payment? I really need to get that changed.	UpdatePaymentPreference
Hi, I wanted to enroll in one of your auto insurance plans.	EnrollInPlan
But I got a letter in the mail from Rivertown saying my payment didn't go through, and I was like, why? I sent the money!	ReportBillingIssue
Well, I've still got the money so, can I pay my balance now?	PayBill
#Uh, yeah. I'll do that. I'd also like to make it my preferred method of pay.	UpdatePaymentPreference
Oh, good! Can you send a receipt for the payment to my email?	RequestProofOfInsurance
#Um, I need to change it so that I'm not billed automatically.	CancelAutomaticBilling
Yes, I'd also like to change the card that is used for the auto payments.	UpdatePaymentPreference
Hi, yes, I'm calling about cancelling a home insurance plan that my husband and I have.	CancelPlan
Yeah, that would be. That would be great, actually.	CreateAccount
Stacey. Hi, Stacey. I'm hoping to enroll in a life insurance plan today, if that's alright.	EnrollInPlan
Thank you. So yeah. I Yeah. If you don't mind a quote, please. Would be great.	GetQuote
Hi I just had my baby and need to add him to my insurance policy.	AddDependent
Ok. Can you send me a copy of my plan?	RequestProofOfInsurance
Hi, yes, I'm calling about cancelling a home insurance plan that my husband and I have.	CancelPlan
Ok. I was scammed and I need to cancel this policy now!!	CancelPlan
I was quoted a basic plan for two hundred dollars a year and my bank account was charged more, a lot more!	ReportBillingIssue
Hello Kelly. My name is Sally Green and I need to add someone to my policy.	AddDependent
Great. We moved so let me give you the new address.	ChangeAddress
Hello, I need to file a claim for property damage.	FileClaim
Hello, I need to file a life insurance claim. My grandmother passed away.	FileClaim
#Um, I made a payment for my plan, but I just received a mail that I owe.	ReportBillingIssue
But in the mean time, can you make a note on my account saying I previously sent a cheque, but it got lost in transit.	ReportBillingIssue
#Um I have a policy with you. Is it possible to update my payment method?	UpdatePaymentPreference
#Um I guess so, can you confirm the outstanding balance on my plan please.	CheckAccountBalance
Well, I noticed that I do not get the invoice for my monthly payment, and I was wondering why that is so.	ReportBillingIssue
Can I update my billing frequency then?	UpdateBillingFrequency
#Um, I just want to pay a bill.	PayBill
I received a mail that I have an outstanding balance, can you confirm my balance first.	CheckAccountBalance
Can you help me with the exact balance on the account.	CheckAccountBalance
Okay so I have no outstanding balance right?	CheckAccountBalance
Hi I need to remove my husband off my car insurance.	RemoveDependent
Hi Holly, I would just like to cancel my insurance plan.	CancelPlan
mmm, well I just moved to another town, and I would just like to update my address.	ChangeAddress
I'm calling to find out if it is possible to include my husband in my insurance?	AddDependent
Oh, hey Jim, I am looking for a new policy yeah, what do I need to do to file it?	EnrollInPlan
Okay, yeah, I think I'd like to change to that please.	ChangePlan
Oh, hey Tyler, I am looking for a new policy yeah, what do I need to do to file it?	ChangePlan
Okay, yeah, I think I'd like to change to that please.	ChangePlan
Of course, and now, shall we go ahead and get you enrolled in a homeowner's policy?	EnrollInPlan
Yeah, unfortunately. I wanted to file an auto claim and figure out I guess what I need to do next.	FileClaim
Sure, so my son is graduating from college, and I'm wanting to take him off my policy.	RemoveDependent
Oh, hey Logan, I am looking for a new policy yeah, what do I need to do to file it?	EnrollInPlan
Okay, yeah, I think I'd like to change to that please.	ChangePlan
Okay, how much?	GetQuote
So I guess I'll go with the preferred policy.	EnrollInPlan
Hi, Mark, this is John with Rivertown Insurance, I received an email from you saying you wanted to cancel your homeowner policy. #Um, is that still the case?	CancelPlan
Okay, yeah, I think I'd like to change to that please.	ChangePlan
Of course, and now, shall we go ahead and get you enrolled in an automotive policy?	EnrollInPlan
Hi Ken I was returning your call it looks like you want to pay a bill?	PayBill
Oh, yeah, I am what do I need to do to enroll? Can you help me with that?	EnrollInPlan
#Um sure, yeah I think that should work.	CreateAccount
Sure, so I'm planning on purchasing a new car, but in order to do that, I need to present proof of insurance to the dealership.	RequestProofOfInsurance
So let me just initiate this Alright, so I need verbal confirmation that you are wanting to cancel your homeowner's policy.	CancelPlan
Oh, hey Liam, I am looking for a new policy yeah, what do I need to do to file it?	EnrollInPlan
Mhm, is there anything a little cheaper than that? I think my wife was wanting me to reduce our coverage.	ChangePlan
I was-I was just wondering. If it was possible. #Um, I'd like to get a homeowner's quote?	GetQuote
Well, I think maybe we should just go ahead and do it. What do you think, Lucy? Oh she's up and gone adventuring.	EnrollInPlan
Hi there I need to change the payment info on my auto pay.	UpdatePaymentPreference
Yes I recently filed for divorce and I need to remove my husband from my health insurance.	RemoveDependent
Yes I'm trying to get a new apartment and they require proof of renter's insurance. Is there anyway I can get that sent to them.	RequestProofOfInsurance
Yeah. You guys are overbilling my account and I'm sick of it. You need to fix it.	ReportBillingIssue
Hi, I was calling cuz I needed to pay my bill. I bounced my auto pay, or whatever you call that to autopay.	PayBill
uh huh, right go on.	UpdateBillingFrequency
So mister Swanson, you would like me to cancel your automatic bill payment and then switch your payment options to quarterly is that correct?	CancelAutomaticBilling
Hey there my name is Cindy Peebles and I have been a customer for years and I need to change my address and I've never had to do that before so I don't know how.	ChangeAddress
Hello. I need to remove someone from my plan.	RemoveDependent
Hey yes I just recently moved to a different place and need to change my address and phone number that I have with you guys.	ChangeAddress
Perfect. Can I get a quote for that? I'm already a customer with you guys and have nothing but good experiences.	GetQuote
Hey yes I mailed my bill about a week ago and I haven't seen it get credited to my account and I just want to check on that.	CheckPaymentStatus
Hey I'm trying to organize my hurricane kit and I realized I don't have my policy number for you guys. Can you provide that for me?	GetPolicyNumber
Sure. We can do that.	PayBill
Yes my name is John Brown, policy number one two three four five six seven eight and I need to report an accident.	ReportAutomobileAccident
Yes I need to update some of my security information on here. I think someone got ahold of my info and is trying to pretend to be me.	ChangeSecurityQuestion
Oh that's fine. Hey while I'm at it can we change my password online too?	ResetPassword
Hey yes I have a renewal coming up and I usually pay only once a year but this year I can't make one large payment. I need to see if I can do it monthly.	UpdateBillingFrequency
Hey I got several policies with you guys but I saw online that you offer pet insurance. Can you tell me how much that costs?	GetQuote
I wanna add a dependent to my life and auto policy.	AddDependent
Yeah my name is Ricky Johnson and I'm customer there. I haven't had access to a computer in a while and I need to see when my bill is due and make a payment.	PayBill
Hey I was wondering if I could get a quote for car insurance. My friend uses you guys and had some good things to say. I'm trying to lower my premiums.	GetQuote
Yes. I just recently got married and I've been with you guys for years so I'd thought I'd add my new husband as a dependent.	AddDependent
Great. Can I go ahead and pay that now?	PayBill
Yeah I'm at the DMV and I'm trying to register my car but they need proof of insurance so I guess I need you to send me a copy.	RequestProofOfInsurance
Hello I just recently moved and I need to update some information with you guys.	ChangeAddress
I kept trying but I guess I just can't remember the password.	ResetPassword
Yes I want to see if I can change my payment from monthly to annually. I keep forgetting to pay it every month.	UpdateBillingFrequency
Hi I got a notice in the mail that if I don't pay my bill you guys are going to cancel my policy so I guess I need to pay it.	PayBill
Yes I recently got married and need to add my husband to my health insurance policy.	AddDependent
Hi. I wanna stop my automatic payments.	CancelAutomaticBilling
Great. I think they've been charging me twice in one month.	ReportBillingIssue
Oh! I need to pay my bill and ask a question about auto-pay.	PayBill
Yeah I'm trying to register my car and they need my insurance number and I don't have it.	GetPolicyNumber
How do I get proof of that?	RequestProofOfInsurance
I don't know my password.	ResetPassword
Yes we just adopted a new baby and I need to add her to my health plan.	AddDependent
Yeah I need to check my account balance.	CheckAccountBalance
Okay. Can you tell me the life insurance now?	CheckAccountBalance
Would you like to go ahead and make a payment?	PayBill
Yes, I need to file a claim. We lost my wife this week.	FileClaim
Yes my name is Carol Brown and I've been a customer with you guys for about six years but I'm afraid someone has my information so I need to change my security question.	ChangeSecurityQuestion
Hey I mailed my check a few days ago to pay you guys and I don't see where it has hit my account. Can you tell me if you see it on your end?	CheckPaymentStatus
Yes. I think I've been a victim of identity theft so I need to change my security question for you guys so I can keep my stuff safe.	ChangeSecurityQuestion
Thank you Olivia. We will probably just need to reset your password in order to clear that error message.	ResetPassword
well I got my bill yesterday and why is it higher this time?	ReportBillingIssue
No I didn't change anything. I wanna take my credit card off my account.	UpdatePaymentPreference
Sure I can do that misses Gray. Now once I take your credit card off of your account that will stop the automatic payments.	CancelAutomaticBilling
Can we talk about why my bill is higher please? I well I can't pay this much. It's too high. I don't have that much money.	ReportBillingIssue
Hi, Holly. I'm Melissa Stimson and I want to change the way I pay automatically.	UpdatePaymentPreference
Yeah I need to go ahead and set up my plan to be cancelled. I've found a better company to cover me.	CancelPlan
Hey! My name is Kara Turner and I have a few policies with you guys. I just recently moved and so I want to update you guys with my new address.	ChangeAddress
Yeah I have been shopping for car insurance and had saw an ad for you guys and thought I'd see if you could beat the other rates I've got.	GetQuote
Yeah I need to update my address with you guys and pay my bill.	ChangeAddress
Yes. I need to do something about lowering my premiumiss I recently lost my job and just can't afford the payments anymore. I don't want to change companies. I've been with you guys for years.	ChangePlan
Hey I currently have life and health insurance with you guys and I recently got a quote for auto insurance that I would like to go ahead and enroll in.	EnrollInPlan
Yes I need to check my account balance with you guys. I don't think I've paid my bill this month so I need to make sure.	CheckAccountBalance
Would you like to go ahead and make that payment while we're on the phone?	PayBill
Hello there. I heard you guys do pet insurance and I just thought that was the neatest thing. Do you think I could get a quote on a policy?	GetQuote
Yes my name is Rita Wilson, customer ID one two three four five six seven eight, and I need to add someone to my life insurance plan.	AddDependent
Hey there. I'm shopping around for some condo insurance and was hoping to get a quote from you guys.	GetQuote
Hi, Natalie. I want to cancel my automatic billing.	CancelAutomaticBilling
Yes I need to file a claim for a doctor visit.	FileClaim
This is John Brown, I'm an agent with Rivertown Insurance following up with you on a request to enroll in an auto insurance plan.	EnrollInPlan
Yeah when will I get proof of insurance?	RequestProofOfInsurance
Yes my name is Jack and I got a flyer for you guys saying that you offere homeowner's insurance in my area and I just wanted to see what you could offer me.	GetQuote
No. I think I want to go ahead with it.	EnrollInPlan
Hi yes. My name is Jasmine Glover and I need to get proof of insurance sent to me.	RequestProofOfInsurance
Hi I got a notice in the mail saying I was past due. I must have forgot to send you guys a check this month. I need to go ahead and fix that if you can help me please.	PayBill
Yeah I need to cancel automatic payments. You guys have been overcharging me.	CancelAutomaticBilling
Yes. I was just in an accident.	FileClaim
Yes I'd like to get a quote on renter's insurance. My friends have all said you guys give great prices and service and I just moved into this place that requires it.	GetQuote
Yes I need to check the balance on my policy and possibly pay a bill if the payment is due.	CheckAccountBalance
Okay great. Can I go ahead and pay that?	PayBill
#Uh yeah, I am trying to find an insurance agent.	FindAgent
Hi there I need to see if a payment has been credited to my account.	CheckPaymentStatus
Yes my house was damaged in the last hurricane and I need to file a claim. I've been a customer for years so I hope it doesn't mess up my rates.	FileClaim
Yeah I got a notice in the mail offering a discount for new policies and I was in the market for new life insurance so I was wondering if maybe I could get some information about that.	GetQuote
Yes, I'm in the market for new homeowners insurance and I wanted to see what you guys could offer me. I've read some good reviews about you guys.	EnrollInPlan
How much is it?	GetQuote
That sounds better. What's the cost?	GetQuote
Yeah I can't seem to get logged in online. I've been with you guys for years and this is the first time it's ever given me problemiss It's starting to get on my nerves.	ResetPassword
Good afternoon, Sandra! I got your information from one of our phone reps that stated you were interested in enrolling in one of our auto insurance plans.	EnrollInPlan
I think I'm going to go with the higher one because of rental reimbursement.	EnrollInPlan
Hey I'm working with a local agent and they said I need to call and set up an account so I can finish purchasing my new auto plan.	CreateAccount
Yes I just recently moved and I need to update my address on my policies with you guys.	ChangeAddress
Yes I've heard a lot of good things about you guys from friends and family and I was interested in finding a local agent to talk about signing up for one of your plans.	FindAgent
Well I don't have a pet and I'm not too happy with my life insurance policy right now.	GetQuote
So you would like to have an agent call you about life and auto? Is that correct?	GetQuote
Hi Jared, we got a notification of an accident that you were in recently and we wanted to go ahead and start the claims process.	FileClaim
I need to change my address. I recently moved from my previous residence so I'm gonna need my address updated to my current residence.	ChangeAddress
Great! Can you forward a quote and all the information I'm gonna need to my mail. I'm running late on an appointment.	GetQuote
Yes my name is John and I've been a customer a while with you guys. I was wondering if I get any discounts from changing my bill from monthly to yearly?	UpdateBillingFrequency
Hey I would like to see if you guys have an agent near me. I've been interested in moving my policies to you guys but I need to know if there's someone close to me.	EnrollInPlan
Yes my name is Margaret Johnson. My customer ID is one three two four five six seven eight, and I sent a check in last week and I haven't seen it get credited to my account.	ReportBillingIssue
Yes I need to cancel my plan with you guys. I was able to find a lower price somewhere else.	CancelPlan
Yes my name is Jack Henry and I need to add someone to my health insurance plan.	AddDependent
I need to report a claim.	FileClaim
Yeah, I just need it for my apartment.	GetQuote
Oh, great! No problem! I was already sold on the-on the one fifty thing so I guess we should just go with the bug one.	EnrollInPlan
Hi, I needed to change my address. I'm-I'm moving.	ChangeAddress
Morning, I just needed to request proof uf, what is it called? Proof of policy?	RequestProofOfInsurance
Oh, right! To do things online!	CreateAccount
#Uh, hello? I just wanted to find out how to find an agent close to me.	FindAgent
I recently got a new vehicle and I wanna make enquiries on how to get insured.	GetQuote
Yeah I would love that but also I- I would appreciate if you could walk me through my options before I make my decision. Then go ahead and add my wife to my policy.	AddDependent
sounds amazing! Sign me up right away for the complete auto.	EnrollInPlan
We just received a text saying, we're late? We're late paying our bill?	ReportBillingIssue
I can set up auto-pay?	UpdatePaymentPreference
Well, I need to drop someone who's been on my insurance.	RemoveDependent
Yes, yes-I'm just needing my policy number? Just wondering if this is where I call to get that?	GetPolicyNumber
Oh, you're too sweet, dear. Anyhow, I'm just calling because we finally have a closing date for the new house, and I thought we could get that address changed and the new insurance set up?	ChangeAddress
#Uh, hi. I was calling b-because I need to cancel my policy.	CancelPlan
Hi there. #Uh, I just have an account and needed to check my balance?	CheckAccountBalance
Oh, yeah. That would be great. Would it be late if I made it this way?	PayBill
Okay, yeah. I mean, five dollars might not be much, but it's five dollars, right? .	UpdatePaymentPreference
I'm moving, and need to update my address.	ChangeAddress
My wife was wanting to ask, is it possible to change our billing frequency?	UpdateBillingFrequency
#Uh, hello? I called earlier this week, and I just needed help canceling my mom's policies.	CancelPlan
Yeah, I just moved? I need to-need to update my address?	ChangeAddress
I darn it, hang on, would like to enroll in a plan.	EnrollInPlan
Hello, my name is Janet Baker. I just needed to change my password for the website?	ResetPassword
#Um, hello, I am calling to file a claim?	FileClaim
Oh, I, no-I'm sorry. I wasn't clear. I'm calling about a life insurance claim?	FileClaim
#Uh, can I go ahead and cancel those policies?	CancelPlan
I'm actually just wondering if there's a balance on my account? I was pretty sure I was supposed to get a bill for the next six months, but I'm afraid I might have missed it?	CheckAccountBalance
Yes. Let's go ahead and make things easier on me .	UpdatePaymentPreference
Well, maybe I should get the better plan? How do I, how do I go about changing it?	ChangePlan
And that we need to remove the dependent immediately.	RemoveDependent
Yeah, yeah. Rivertown. That's what I said. I need to change my password. Can't get in.	ResetPassword
Oh! You didn't hear me? I needed to change my password.	ResetPassword
Yeah, I need to cancel my plant.	CancelPlan
Hello? I just needed to-to cancel autopay?	CancelAutomaticBilling
#Um, I'm actually trying-trying to cancel the account?	CancelPlan
Alright, Tony I don't see you in our database but you would like to be added to an insurance plan, yes?	EnrollInPlan
I've decided to open an account with you.	CreateAccount
Yes, yes. And I think we are going to go with the Home Complete package. No auto right now, but the Home Complete.	EnrollInPlan
Yes, I don't know what all that means, I just need to change this-this, internet billing.	CancelAutomaticBilling
#Uh, no? I just needed to change my payment preference.	UpdatePaymentPreference
No, no. I just wanted to switch it from withdrawing from my bank account-.	UpdatePaymentPreference
Hello? Yeah, I need to-to report an accident.	ReportAutomobileAccident
#Uh, yes? I called someone earlier about looking into pet insurance? His name was Mike?	GetQuote
I have my bills set up to be automatically deducted from my checking account on the first of every month and-.	UpdatePaymentPreference
Yes. I think the recurring payments to my card are damaging my credit? I just received a credit score, you know, one of those free ones they offer.	UpdatePaymentPreference
So Angela, I was wondering if there was a different way to pay?	UpdatePaymentPreference
Yes, hello. My name is Christen McDaniel. I have an auto insurance policy and I I needed to check up on a claim?	FileClaim
My truck. I need to save on my truck. Those jerks at Progressive are charging me an arm and a leg.	GetQuote
Hey Caroline, I'm back. Had to put out the dogs. Okay. Let's do that basic one.	EnrollInPlan
Oh, thank god! Yes! Okay. Yeah, that's me totally. Can we kick him off? .	RemoveDependent
#Uh, and you said-you said earlier you wanted to change the security question?	ChangeSecurityQuestion
Yeah, hi I need to report a car accident.	ReportAutomobileAccident
Great! So I'm just going to go ahead and create an account for you. So, your name is Karen Oldswold?	CreateAccount
Good morning! I just needed to add a person to my policy?	AddDependent
Yes, let's just do that. And then the mailed bill will come at the regular time?	PayBill
Well, I needed to cancel one of my insurance plans.	CancelPlan
I need to reset my password.	ResetPassword
Hi, yes, I'm calling today Id like to pay my bill. I always pay the same day my rent is due.	PayBill
Ive been charged twice for last months service. So I want to cancel automatic billing and just do it by hand.	ReportBillingIssue
Well yes, then, thats what I want to do. Cancel it permanently.	CancelAutomaticBilling
Um, yeah. Id like to report an accident.	ReportAutomobileAccident
Why don't we get your claim started and Ill advise you after weve submitted it.	FileClaim
I have some questions about adding a dependent to my health insurance policy. My daughter is living across town and shes currently not employed, so I'm helping her through a rough patch. I wondered if Id be able to add her to my health insurance. I don't want to see anything happen to her, but if it does, I want to know shes covered.	AddDependent
Yes, we get you insured and see to it you have fun while you're doing it. Did you want to pay that now?	PayBill
Hi. I think I want to get pet insurance for my cat. I don't know if I want to get it, but I think I want to get it. Hes healthy right now, but you never know when things could go wrong, you know.	EnrollInPlan
I want to sign up for a the health insurance plan you offer. It's time to take better care of myself.	EnrollInPlan
Yes, hi, my name is Summer. And I think I need insurance.	EnrollInPlan
Well, how much is once? I mean, like, how much do I pay if I pay once?	GetQuote
I do have some nice cameras. I wasn't even thinking of those. Maybe Id better go with the preferred after all.	EnrollInPlan
Well, what I'm actually calling about is I wanted to know if you're going to reopen or not and I wanted to change my address.	ChangeAddress
Hi Amy, Macy Nolan calling. I am not sure what I need to do but my bank, they said they need me to prove that I have insurance and the papers I have aren't good enough.	RequestProofOfInsurance
Actually, you know what? I think I have a payment due.	CheckPaymentStatus
Hi Adam, I need to remove the automatic payment thing from my account.	CancelAutomaticBilling
Hi, we moved and I want to tell you my new address so you have that.	ChangeAddress
I'd like to change my password, please.	ResetPassword
Hello Jenny, I'd like to cancel my plan.	CancelPlan
Hi there. I just bought a condo so I need some insurance. Can you help me with that? Or do I.	EnrollInPlan
I guess. How much is it?	GetQuote
Hi. I was wondering I want to need to create an account.	CreateAccount
I'm looking for new car insurance for my n- new car.	EnrollInPlan
Awesome. In order to begi- #eh complete your request we just need to create your account and pay- payment arrangements.	CreateAccount
Hi, David, my name is Marvin Wisniewski, and I need to get my policy number.	GetPolicyNumber
D you want to go ahead and remove her from the plan today?	RemoveDependent
Nah well maybe not now I don't think I need my renters insurance 	CancelPlan
So you had said you wanted to enroll in Petcare Preferred plan? Did you take a look at those quotes I emailed?	EnrollInPlan
Likewise I was calling because I was thinking of making changes to my plan 	ChangePlan
Yep. I actually called to cancel the plan.	CancelPlan
#Um hey this is Mark I wanted to get a pet quote and also can you help me change to card payment?	GetQuote
Uh-huh, actually I already have one of the pet plans but I was thinking about upgrading, is there another tier for this plan?	ChangePlan
Uh-huh and what's the rate for the Petcare Perfect plan?	GetQuote
Oh great then yeah I wanna make an account then.	CreateAccount
Mhm I can get my car insurance quote over the phone right?	GetQuote
I need to add my sixteen year-old to my policy, unfortunately. 	AddDependent
Can I change my mailing address to a post office box?	ChangeAddress
Oh yes hello. I am trying to reset my password on my account and I keep getting an error message. Can you help me wth this?	ResetPassword
Eee I think I have my payment preference set to my checking account.	UpdatePaymentPreference
Eee yeah I'm leaving my apa-apartment next week 	ChangeAddress
Uh-huh I want to cancel my account today.	CancelPlan
Nah stop the charges.	CancelAutomaticBilling
Oh alright go ahead and charge me right now.	PayBill
Mhm this is Eric you guys do auto quotes right?	GetQuote
Hello is the only way to create my account online? or 	CreateAccount
Mhm do you want to enroll in one of our plans now?	EnrollInPlan
Oh yeah I want to do that instead.	EnrollInPlan
Hey girl I just got two cute lil pups and I wanted to get a pet insurance for them.	EnrollInPlan
Uh-huh yep could I get a quote through the phone or 	GetQuote
Mhm sounds nice. #Er I think this is the plan I want to go with.	EnrollInPlan
Hey Estaban this is Elrin Andrews I wanted to call to get at quote for car insurance.	GetQuote
Hey Monica I wanted to get a quote f-for my p-pet pet insurance.	GetQuote
Uh Hi. I just want to pay my bill.	PayBill
Ok cool. Yes I want to pay by card please. But can you remind me the balance please?	CheckAccountBalance
Mhm yes this is Andrew I'm calling because I was hoping you could help me make my account.	CreateAccount
Hiyah! #Um I recently lost my insurance card and I've been asked by my school to show proof of insurance.	RequestProofOfInsurance
Uh-huh I'm calling to enroll in a plan today.	EnrollInPlan
Mhm I forgot my password how do I 	ResetPassword
Were you looking to create an account?	CreateAccount
It's alright it's been a week but yeah I guess I should probably cancel the pet insurance right?	CancelPlan
Eee actually could I change my password while I'm here?	ResetPassword
Hello this is Alvero Alveres I am calling because I keep getting these auto bills on my card.	ReportBillingIssue
#Uh well yeah I obviously want it changed I'm tired of this stuff man. That's why I'm calling!	CancelAutomaticBilling
Of course sir. if you want to discuss our fees and rates would you like to make an account with us?	CreateAccount
Yep let's just go ahead and do it now.	CreateAccount
Mhm I do car insurance with you guys you do renters insurance too right?	GetQuote
Whoa I like that actually could I upgrade to that plan? Fifteen hundred a year right?	ChangePlan
#Um hi could I create an account and enroll in a #plan over the phone?	CreateAccount
Yay! Always good to be ahead of the competition, so did you want to go ahead and begin enrolling.	EnrollInPlan
#Er hi there Molly, I'm calling to see if I could change my address over the phone.	ChangeAddress
#Um hi there the other day I tried to log into my account but I couldn't remember my question.	ChangeSecurityQuestion
Eee yeah I think I want to change my plan 	ChangePlan
Thank you. #Um so you wanted to start and account with us as well ma'am?	CreateAccount
Mhm I already got a quote for renters insurance I just needed to enroll.	EnrollInPlan
#Um I wanted to get a q-quote for pet inurance.	GetQuote
Oh hi. Yes I need to I would like to file a report of damage to my house.	FileClaim
Mhm yeah I saw I could make my account over the phone? #Uh do you.	CreateAccount
Uh-huh that's right I already have your account pulled up we can go ahead with the quote.	GetQuote
#Hm could you get me a quote for that?	GetQuote
Yep hello h-how do I check my balance I can do it over the phone right?	CheckAccountBalance
Would you like to make a payment on th-this now?	PayBill
Yep I wanted to get an auto quote it said I could do that over the phone.	GetQuote
Uh-huh hello I'm going to be moving soon 	ChangeAddress
Mhm I'm a n-new customer 	CreateAccount
#Uh yeah I just got a joint bank account and I think I want to use it for payment I don't know.	UpdatePaymentPreference
So you wanted to cancel your plan ma'am?	CancelPlan
Oh Hi there. I am needing to pay my bill.	PayBill
Yep I just made my account and now it says call to enroll?	EnrollInPlan
Nah could I also get a quote over the phone?	GetQuote
I called some days back concerning the vehicle insurance plan.	EnrollInPlan
yeah, I'm actually calling because i need a copy of My DOI, i can't for the life of me remember where i kept the last one.	RequestProofOfInsurance
Yeah,...I'm calling in Respect to Opening an account With Your Company.	CreateAccount
Oh good, help me add my son.	AddDependent
O-kay so I now discovered that the transactions are sometimes over charged since i enrolled for a pet plan or so.	ReportBillingIssue
I'd like to file a life claim.	FileClaim
yeah, can I get in touch with a nearby insurance agent.	FindAgent
I would like to cancel my insurance plan.	CancelPlan
Please I need help changing my insurance plan.	ChangePlan
Well I was looking at my credit card statement last night. And I think I might have been double billed for my policy this past month? Can you check that for me?	ReportBillingIssue
I'd like to file a property claim.	FileClaim
yeah, I want to change my security question to my mother's maiden name.	ChangeSecurityQuestion
So i think i should exempt him from my own insurance plans because i would need every penny i can save.	RemoveDependent
So i would love to have my address changed pending the time i move back, will that be possible?	ChangeAddress
I can't seem to log into my account, it keeps saying incorrect password, I think I might have forgotten my password.	ResetPassword
Good morning Susan, I'm John William. Calling to get explicit information about your company and her insurance policies and offers as Id love to have an account with you.	CreateAccount
Absolutely great...I think I am on the right track cos Id like to get an insurance for my automobiles.	EnrollInPlan
I want to pay for my insurance bill.	PayBill
Yes, how do I make payment.	PayBill
I just got a new job that will require me to travel from this vicinity, I will like to ask if it's possible to change my address pending the time I return.	ChangeAddress
So I'd love to change my address pending when I'll move back, will that be possible?	ChangeAddress
So initially, when I was trying to get to you guys last week, I just wanted to change my address.	ChangeAddress
Yeah, but now I would like to cancel one of my plans too.	CancelPlan
I'm great thank you, I got to find out about Midas insurance company through a friend few days back and I heard you guys have great plans and I thought I should call to create an account and enroll in a plan.	CreateAccount
I got a deduction from my balance concerning a plan but I didn't initiate the payment and this deduction has actually ruined my plans.	ReportBillingIssue
Can I find a nearby insurance agent?	FindAgent
I'm having difficulty logging into my account, all I was getting was incorrect password, Does this mean I have forgotten my password?	ResetPassword
Y-yeah yeah, I mean no, my day's not going great. I'm calling to report an accident.	ReportAutomobileAccident
Yeah, so you can actually make a claim. Would you like to make one?	FileClaim
No problem, thank you, I will like to file a health claim.	FileClaim
m...yeah, please how can I find an agent in my environment.	FindAgent
Good morning Susan, I'm John William. Calling to get explicit information about your company and her insurance policies and offers as Id love to have an account with you.	CreateAccount
Absolutely great...I think I am on the right track cos Id like to get an insurance for my automobiles.	EnrollInPlan
I I'm a new customer and I want to enroll in an insurance plan.	EnrollInPlan
can you help me create an account?	CreateAccount
um...i need help removing a dependent from my insurance plan.	RemoveDependent
Can i switch from the yearly to the monthly?	UpdateBillingFrequency
So I want to cancel the auto insurance plan.	CancelPlan
Okay, great, so you want to enroll in the automobile plan?	EnrollInPlan
Hello. I need to report my change of address.	ChangeAddress
I want to enroll in a plan.	EnrollInPlan
yes...could you please help me make my first payment.	PayBill
Hi I would love to change the address on my insurance plan. I guess I have to make a call to change my address?	ChangeAddress
First i need to check my account balance then get clarity on how to report an automobile accident.	CheckAccountBalance
Okay, would you like to make a claim?	FileClaim
Yeah, that's exactly what I thought. So that costs how much?	GetQuote
Yeah, sure. I do. I for one do not like to wrap my head around sudden injuries, particularly from third parties, so I think I will go for the Complete Home Home Complete package, rather, yeah.	EnrollInPlan
I was discussing with a friend and she told me about how she was able to add a relative of hers to her plan, are you with me?	AddDependent
So i think i should exempt him from my own insurance plans because i would need every penny i can save.	RemoveDependent
Okay, I'm here, okay, I need to know abou- about, how much do y'all cost for my car insurance?	GetQuote
I'm Jack with Rivertown Insurance, I see you want to file a claim?	FileClaim
Can you help me?	FileClaim
Oh I'm doing good, who, is this the right person for I think I'm locked out of my account.	ResetPassword
Look I just wanted to- I was told my that I hadn't paid for- and I was trying to pay. They said I didn't.	PayBill
Wait what's this even going to cost me-.	GetQuote
Uh hi. I need to cancel my plan.	CancelPlan
Yep. yeah I've got- well we just move and yep I just need to you need my new address? Sorry I 	ChangeAddress
What? No sir, I'm calling because you wanted to add your son to your plan because he starts driving soon?	AddDependent
Hey man, so I called about that quote for my Forerunner, you know, for yea, for insurance?	GetQuote
Yes my - I need to I think my insurance payments went up.	ReportBillingIssue
Not that I can well we we have a son- a kid that's about to start driving, how do I get him insured, how does that work?	AddDependent
Hi, I I need to change my car insurance.	ChangePlan
Yeah I suppose I better add her on too.	AddDependent
Hi, my name is Maybelle Clearmont, I need to change my billing cycle.	UpdateBillingFrequency
Hey my name is Daniel Haygood. I tried logging into my account to see how my claim was going and I can't get in and now it says I'm locked out.	ResetPassword
Yes I'd like to cancel my policy.	CancelPlan
Oh. good. Finally got through. yeah I need to pay my bill.	PayBill
Ok fine I will be paying with my credit card. But first please remind me the balance due?	CheckAccountBalance
I'm good. I need to change my address with y'all.	ChangeAddress
Hey Brenda I need to set up some insurance.	EnrollInPlan
Yeah let's go ahead and pay it.	PayBill
[clears throat] My husband passed and I'm calling about his life insurance.	FileClaim
Hi. I'm calling to get a quote for life insurace.	GetQuote
Yes, let's get to it.	EnrollInPlan
I'm calling to find out if my payment went through.	CheckPaymentStatus
